,num,lat,lon,Tmax,Tmin,prec,TH0,TL1,sqrt_dw,sqrt_p
16991,7,41.774841115,-87.72800581899999,86.0,42.0,0.1,58.0,42.0,0.13883934145077015,0.013176293577738935
16992,1,41.845715401999996,-87.715898597,86.0,42.0,0.1,58.0,42.0,0.12429035069694502,0.06464675392435451
16993,4,41.794366478,-87.648925137,86.0,42.0,0.1,58.0,42.0,0.08203692627075344,0.05106697677478291
16994,13,41.800597087,-87.711730345,86.0,42.0,0.1,58.0,42.0,0.16447870687533103,0.08145302645000929
16995,1,41.923887364,-87.778909912,86.0,42.0,0.1,58.0,42.0,0.06688200940255568,0.0
16996,3,41.676887316,-87.66122192600001,86.0,42.0,0.1,58.0,42.0,0.15363477605366546,0.07683150669973131
16997,2,41.704687214,-87.56423556200001,86.0,42.0,0.1,58.0,42.0,0.09636663549538735,0.0
16998,1,41.656676999,-87.559440719,86.0,42.0,0.1,58.0,42.0,0.005531337141336537,0.005653758078572492
16999,2,41.820858508,-87.665108095,86.0,42.0,0.1,58.0,42.0,0.09015996526655921,0.08386595529164773
17002,10,41.798210726,-87.73692496299999,86.0,42.0,0.1,58.0,42.0,0.14767048862528212,0.06585225705572206
17006,18,41.867599254,-87.69578544299999,86.0,42.0,0.1,58.0,42.0,0.058564821377071745,0.03552739478951837
17007,2,41.994966304,-87.77083722,86.0,42.0,0.1,58.0,42.0,0.01892376454343158,0.013277618827599372
17009,5,41.866915182,-87.654918844,86.0,42.0,0.1,58.0,42.0,0.1284681694148799,0.05048937790800792
17011,10,41.656676999,-87.559440719,92.0,51.0,0.04,86.0,57.0,0.005531337141336537,0.005653758078572492
17012,12,41.883771777,-87.716168365,92.0,51.0,0.04,86.0,57.0,0.0,0.0
17013,3,41.925286783000004,-87.747459124,92.0,51.0,0.04,86.0,57.0,0.1893015206946959,0.06480129935215265
17014,2,41.801047857,-87.680424734,92.0,51.0,0.04,86.0,57.0,0.12005767619003087,0.02846289506117252
17015,6,41.778305156,-87.754366286,92.0,51.0,0.04,86.0,57.0,0.20367772356647734,0.047020504720180725
17017,1,41.892219983000004,-87.691697729,92.0,51.0,0.04,86.0,57.0,0.11996094178493685,0.014914044650244868
17019,2,41.676887316,-87.66122192600001,92.0,51.0,0.04,86.0,57.0,0.15363477605366546,0.07683150669973131
17020,1,41.825398256,-87.723962137,92.0,51.0,0.04,86.0,57.0,0.0,0.09706167969507173
17021,2,42.010529289000004,-87.66084506899999,92.0,51.0,0.04,86.0,57.0,0.028991438336231013,0.0
17022,1,42.007997503,-87.778234965,92.0,51.0,0.04,86.0,57.0,0.07577168867150579,0.03129335234961226
17024,1,41.965374859,-87.758411715,92.0,51.0,0.04,86.0,57.0,0.1306825213647994,0.015977599899029506
17025,10,41.771198588000004,-87.703106608,92.0,51.0,0.04,86.0,57.0,0.028177845901324473,0.0
17026,6,41.657068876,-87.546048865,92.0,51.0,0.04,86.0,57.0,0.053708848533524145,0.05963816778460306
17027,8,41.974522760999996,-87.80458947,92.0,51.0,0.04,86.0,57.0,0.1146846790141019,0.07265509856769375
17028,5,42.010643274,-87.8067973,92.0,51.0,0.04,86.0,57.0,0.13891958244136354,0.0
17030,3,41.765752525,-87.56246520799999,92.0,51.0,0.04,86.0,57.0,0.04292907552931314,0.025142656300456832
17031,22,41.916134719,-87.801092809,92.0,51.0,0.04,86.0,57.0,0.13634802916183988,0.06328288475578461
17032,1,41.956298856,-87.797517445,92.0,51.0,0.04,86.0,57.0,0.0906973936468076,0.10511499496778832
17033,1,41.705327644,-87.632955365,92.0,51.0,0.04,86.0,57.0,0.14217400706326813,0.009569513509900485
17034,1,41.753489816,-87.708377869,92.0,51.0,0.04,86.0,57.0,0.11164637900097668,0.011166662655496967
17035,6,41.883771777,-87.716168365,92.0,51.0,0.04,86.0,57.0,0.0,0.0
17036,24,41.986319851,-87.728378456,92.0,51.0,0.04,86.0,57.0,0.05142467714415095,0.006352782672687366
17038,2,41.754148414,-87.61272102299999,92.0,51.0,0.04,86.0,57.0,0.12172893393020157,0.10089343317841598
17039,1,41.913051863,-87.66790523600001,92.0,51.0,0.04,86.0,57.0,0.06807761516228954,0.009418086284830051
17041,4,41.820858508,-87.665108095,92.0,51.0,0.04,86.0,57.0,0.09015996526655921,0.08386595529164773
17042,3,41.866915182,-87.654918844,92.0,51.0,0.04,86.0,57.0,0.1284681694148799,0.05048937790800792
17043,2,41.681034931,-87.533436467,92.0,51.0,0.04,86.0,57.0,0.06758508811760848,0.03816218827005419
17044,7,41.778305156,-87.754366286,92.0,51.0,0.04,86.0,57.0,0.20367772356647734,0.047020504720180725
17045,1,41.704338415,-87.657084272,92.0,51.0,0.04,86.0,57.0,0.12258131236267326,0.05287960915046234
17046,9,41.798210726,-87.73692496299999,92.0,51.0,0.04,86.0,57.0,0.14767048862528212,0.06585225705572206
17047,2,41.69549407,-87.609081766,92.0,51.0,0.04,86.0,57.0,0.07914175878343498,0.05351543432696032
17048,1,41.872872862,-87.764736532,92.0,51.0,0.04,86.0,57.0,0.04874109427865112,0.0
17049,1,41.710542402,-87.584558933,92.0,51.0,0.04,86.0,57.0,0.07422721791287477,0.0806016204354327
17050,1,41.907284873,-87.701394637,92.0,51.0,0.04,86.0,57.0,0.011399562918056237,0.0
17051,18,41.986319851,-87.728378456,92.0,51.0,0.04,86.0,57.0,0.05142467714415095,0.006352782672687366
17052,2,41.872872862,-87.764736532,92.0,51.0,0.04,86.0,57.0,0.04874109427865112,0.0
17054,1,41.857837294,-87.63586198600001,92.0,51.0,0.04,86.0,57.0,0.01733753492009531,0.03095018750801095
17055,2,41.945961094,-87.83294247299999,92.0,51.0,0.04,86.0,57.0,0.08846750168155891,0.06011196910693973
17056,2,41.916134719,-87.801092809,92.0,51.0,0.04,86.0,57.0,0.13634802916183988,0.06328288475578461
17057,19,41.802359309,-87.643075919,92.0,51.0,0.04,86.0,57.0,0.08347923404105824,0.05519450021471727
17058,1,41.904773448,-87.755685753,92.0,51.0,0.04,86.0,57.0,0.17405141762590076,0.0
17059,1,41.845715401999996,-87.715898597,92.0,51.0,0.04,86.0,57.0,0.12429035069694502,0.06464675392435451
17060,1,41.964405454,-87.691370391,92.0,51.0,0.04,86.0,57.0,0.06434964199666891,0.05543865094831889
17061,1,41.682180403000004,-87.710091651,92.0,51.0,0.04,86.0,57.0,0.14670995400316017,0.07378691764594979
17063,2,41.802359309,-87.643075919,92.0,51.0,0.04,86.0,57.0,0.08347923404105824,0.05519450021471727
17065,1,41.923887364,-87.778909912,92.0,51.0,0.04,86.0,57.0,0.06688200940255568,0.0
17066,1,41.771198588000004,-87.703106608,92.0,51.0,0.04,86.0,57.0,0.028177845901324473,0.0
17068,1,41.800597087,-87.711730345,92.0,51.0,0.04,86.0,57.0,0.16447870687533103,0.08145302645000929
17069,2,41.974522760999996,-87.80458947,92.0,51.0,0.04,86.0,57.0,0.1146846790141019,0.07265509856769375
17070,1,42.010529289000004,-87.66084506899999,92.0,51.0,0.04,86.0,57.0,0.028991438336231013,0.0
17071,4,41.763370922,-87.637872614,92.0,51.0,0.04,86.0,57.0,0.10197529029133898,0.0
17072,1,41.7212875,-87.665235702,92.0,51.0,0.04,86.0,57.0,0.09275289648574891,0.050119547841803266
17073,1,41.820051649,-87.627347571,92.0,51.0,0.04,86.0,57.0,0.12798253597913728,0.031124052091976367
17074,5,41.987244608000005,-87.68941677,92.0,51.0,0.04,86.0,57.0,0.019956890581410404,0.006715006199679729
17075,12,41.798210726,-87.73692496299999,92.0,51.0,0.04,86.0,57.0,0.14767048862528212,0.06585225705572206
17077,13,41.710542402,-87.584558933,92.0,51.0,0.04,86.0,57.0,0.07422721791287477,0.0806016204354327
17078,1,41.676887316,-87.66122192600001,92.0,51.0,0.04,86.0,57.0,0.15363477605366546,0.07683150669973131
17079,4,41.866915182,-87.654918844,92.0,51.0,0.04,86.0,57.0,0.1284681694148799,0.05048937790800792
17080,17,41.778305156,-87.754366286,92.0,51.0,0.04,86.0,57.0,0.20367772356647734,0.047020504720180725
17081,3,41.704687214,-87.56423556200001,92.0,51.0,0.04,86.0,57.0,0.09636663549538735,0.0
17082,2,41.798210726,-87.73692496299999,92.0,51.0,0.04,86.0,57.0,0.14767048862528212,0.06585225705572206
17083,1,41.994966304,-87.77083722,92.0,51.0,0.04,86.0,57.0,0.01892376454343158,0.013277618827599372
17084,1,41.93279021,-87.70023788399999,92.0,51.0,0.04,86.0,57.0,0.09877168701474114,0.031206648293880025
17085,5,41.656676999,-87.559440719,92.0,51.0,0.04,86.0,57.0,0.005531337141336537,0.005653758078572492
17087,5,41.965374859,-87.758411715,92.0,51.0,0.04,86.0,57.0,0.1306825213647994,0.015977599899029506
17088,4,41.867599254,-87.69578544299999,92.0,51.0,0.04,86.0,57.0,0.058564821377071745,0.03552739478951837
17089,14,41.705327644,-87.632955365,92.0,51.0,0.04,86.0,57.0,0.14217400706326813,0.009569513509900485
17090,2,41.774841115,-87.72800581899999,92.0,51.0,0.04,86.0,57.0,0.13883934145077015,0.013176293577738935
17092,2,41.9220638,-87.63223306,92.0,51.0,0.04,86.0,57.0,0.03267150317648483,0.0
17093,39,41.916134719,-87.801092809,92.0,51.0,0.04,86.0,57.0,0.13634802916183988,0.06328288475578461
17094,4,41.738773899,-87.69635920399999,92.0,51.0,0.04,86.0,57.0,0.16442965719329947,0.0
17095,17,41.825398256,-87.723962137,92.0,51.0,0.04,86.0,57.0,0.0,0.09706167969507173
17096,1,41.892219983000004,-87.691697729,92.0,51.0,0.04,86.0,57.0,0.11996094178493685,0.014914044650244868
17097,1,41.913567582,-87.72630030200001,92.0,51.0,0.04,86.0,57.0,0.15274542569647204,0.045738345262628
17098,6,41.907284873,-87.701394637,92.0,51.0,0.04,86.0,57.0,0.011399562918056237,0.0
17099,1,41.753489816,-87.708377869,92.0,51.0,0.04,86.0,57.0,0.11164637900097668,0.011166662655496967
17100,1,41.731446858000005,-87.649722253,92.0,51.0,0.04,86.0,57.0,0.11657350828742727,0.0675520383408037
17102,4,41.883771777,-87.716168365,92.0,51.0,0.04,86.0,57.0,0.0,0.0
17103,10,41.753489816,-87.708377869,92.0,51.0,0.04,86.0,57.0,0.11164637900097668,0.011166662655496967
17104,14,41.866915182,-87.654918844,92.0,51.0,0.04,86.0,57.0,0.1284681694148799,0.05048937790800792
17106,1,41.656676999,-87.559440719,92.0,51.0,0.04,86.0,57.0,0.005531337141336537,0.005653758078572492
17107,22,41.965374859,-87.758411715,92.0,51.0,0.04,86.0,57.0,0.1306825213647994,0.015977599899029506
17108,5,41.9220638,-87.63223306,92.0,51.0,0.04,86.0,57.0,0.03267150317648483,0.0
17109,1,42.010643274,-87.8067973,92.0,51.0,0.04,86.0,57.0,0.13891958244136354,0.0
17110,1,41.763370922,-87.637872614,92.0,51.0,0.04,86.0,57.0,0.10197529029133898,0.0
17111,2,41.657068876,-87.546048865,92.0,51.0,0.04,86.0,57.0,0.053708848533524145,0.05963816778460306
17112,1,41.710542402,-87.584558933,92.0,51.0,0.04,86.0,57.0,0.07422721791287477,0.0806016204354327
17113,8,41.801047857,-87.680424734,92.0,51.0,0.04,86.0,57.0,0.12005767619003087,0.02846289506117252
17114,5,41.794366478,-87.648925137,92.0,51.0,0.04,86.0,57.0,0.08203692627075344,0.05106697677478291
17115,4,41.956298856,-87.797517445,92.0,51.0,0.04,86.0,57.0,0.0906973936468076,0.10511499496778832
17116,2,41.710542402,-87.584558933,92.0,51.0,0.04,86.0,57.0,0.07422721791287477,0.0806016204354327
17117,6,41.948500064,-87.73055318700001,92.0,51.0,0.04,86.0,57.0,0.15772695492967775,0.08060811518570492
17118,2,41.681034931,-87.533436467,92.0,51.0,0.04,86.0,57.0,0.06758508811760848,0.03816218827005419
17119,2,41.773085400999996,-87.600167559,92.0,51.0,0.04,86.0,57.0,0.030236675229690358,0.03476478406912625
17120,3,41.993564362,-87.74542038700001,92.0,51.0,0.04,86.0,57.0,0.10059302343030734,0.0761341755075271
17121,3,41.913567582,-87.72630030200001,92.0,51.0,0.04,86.0,57.0,0.15274542569647204,0.045738345262628
17122,1,41.774841115,-87.72800581899999,92.0,51.0,0.04,86.0,57.0,0.13883934145077015,0.013176293577738935
17123,1,41.892219983000004,-87.691697729,92.0,51.0,0.04,86.0,57.0,0.11996094178493685,0.014914044650244868
17129,5,41.7212875,-87.665235702,92.0,51.0,0.04,86.0,57.0,0.09275289648574891,0.050119547841803266
17131,10,42.010643274,-87.8067973,92.0,51.0,0.04,86.0,57.0,0.13891958244136354,0.0
17132,3,41.705327644,-87.632955365,92.0,51.0,0.04,86.0,57.0,0.14217400706326813,0.009569513509900485
17133,1,41.987880692,-87.666785075,92.0,51.0,0.04,86.0,57.0,0.09486117247401259,0.029284720946763213
17134,1,41.867599254,-87.69578544299999,92.0,51.0,0.04,86.0,57.0,0.058564821377071745,0.03552739478951837
17135,4,41.825398256,-87.723962137,92.0,51.0,0.04,86.0,57.0,0.0,0.09706167969507173
17136,4,41.93279021,-87.70023788399999,92.0,51.0,0.04,86.0,57.0,0.09877168701474114,0.031206648293880025
17138,16,41.916134719,-87.801092809,92.0,51.0,0.04,86.0,57.0,0.13634802916183988,0.06328288475578461
17139,1,41.994966304,-87.77083722,92.0,51.0,0.04,86.0,57.0,0.01892376454343158,0.013277618827599372
17140,13,41.776005391999995,-87.77940766799999,92.0,51.0,0.04,86.0,57.0,0.23427717022993666,0.04668353752713931
17143,3,41.690922985,-87.682259674,92.0,51.0,0.04,86.0,57.0,0.12184877461908537,0.053073894528710454
17144,1,41.947044495,-87.673061053,92.0,51.0,0.04,86.0,57.0,0.1291369397810233,0.027095658294971705
17145,3,41.956298856,-87.797517445,92.0,51.0,0.04,86.0,57.0,0.0906973936468076,0.10511499496778832
17146,24,41.904773448,-87.755685753,92.0,51.0,0.04,86.0,57.0,0.17405141762590076,0.0
17147,1,41.690922985,-87.682259674,92.0,51.0,0.04,86.0,57.0,0.12184877461908537,0.053073894528710454
17148,12,41.728490034000004,-87.60852430799999,92.0,51.0,0.04,86.0,57.0,0.16772883671560634,0.036370581686491765
17153,1,41.69549407,-87.609081766,93.0,59.0,0.6900000000000001,92.0,71.0,0.07914175878343498,0.05351543432696032
17155,2,41.728490034000004,-87.60852430799999,93.0,59.0,0.6900000000000001,92.0,71.0,0.16772883671560634,0.036370581686491765
17157,2,41.731446858000005,-87.649722253,93.0,59.0,0.6900000000000001,92.0,71.0,0.11657350828742727,0.0675520383408037
17158,47,41.690922985,-87.682259674,93.0,59.0,0.6900000000000001,92.0,71.0,0.12184877461908537,0.053073894528710454
17159,20,41.690922985,-87.682259674,93.0,59.0,0.6900000000000001,92.0,71.0,0.12184877461908537,0.053073894528710454
17161,4,41.7212875,-87.665235702,93.0,59.0,0.6900000000000001,92.0,71.0,0.09275289648574891,0.050119547841803266
17162,1,41.710542402,-87.584558933,93.0,59.0,0.6900000000000001,92.0,71.0,0.07422721791287477,0.0806016204354327
17163,13,41.682180403000004,-87.710091651,93.0,59.0,0.6900000000000001,92.0,71.0,0.14670995400316017,0.07378691764594979
17164,2,41.69549407,-87.609081766,93.0,59.0,0.6900000000000001,92.0,71.0,0.07914175878343498,0.05351543432696032
17165,8,41.7212875,-87.665235702,93.0,59.0,0.6900000000000001,92.0,71.0,0.09275289648574891,0.050119547841803266
17167,1,41.657068876,-87.546048865,93.0,59.0,0.6900000000000001,92.0,71.0,0.053708848533524145,0.05963816778460306
17171,1,41.657068876,-87.546048865,93.0,59.0,0.6900000000000001,92.0,71.0,0.053708848533524145,0.05963816778460306
17172,6,41.794366478,-87.648925137,93.0,59.0,0.6900000000000001,92.0,71.0,0.08203692627075344,0.05106697677478291
17175,1,41.731446858000005,-87.649722253,93.0,59.0,0.6900000000000001,92.0,71.0,0.11657350828742727,0.0675520383408037
17176,6,41.731446858000005,-87.649722253,93.0,59.0,0.6900000000000001,92.0,71.0,0.11657350828742727,0.0675520383408037
17177,6,41.662386728,-87.590179728,93.0,59.0,0.6900000000000001,92.0,71.0,0.06394618890004815,0.08226546020682089
17181,5,41.704687214,-87.56423556200001,93.0,59.0,0.6900000000000001,92.0,71.0,0.09636663549538735,0.0
17183,8,41.676887316,-87.66122192600001,93.0,59.0,0.6900000000000001,92.0,71.0,0.15363477605366546,0.07683150669973131
17184,12,41.794366478,-87.648925137,93.0,59.0,0.6900000000000001,92.0,71.0,0.08203692627075344,0.05106697677478291
17187,27,41.662386728,-87.590179728,93.0,59.0,0.6900000000000001,92.0,71.0,0.06394618890004815,0.08226546020682089
17189,50,41.690922985,-87.682259674,93.0,59.0,0.6900000000000001,92.0,71.0,0.12184877461908537,0.053073894528710454
17191,3,41.704687214,-87.56423556200001,93.0,59.0,0.6900000000000001,92.0,71.0,0.09636663549538735,0.0
17192,6,41.704687214,-87.56423556200001,93.0,59.0,0.6900000000000001,92.0,71.0,0.09636663549538735,0.0
17195,3,41.710542402,-87.584558933,93.0,59.0,0.6900000000000001,92.0,71.0,0.07422721791287477,0.0806016204354327
17196,3,41.705327644,-87.632955365,93.0,59.0,0.6900000000000001,92.0,71.0,0.14217400706326813,0.009569513509900485
17197,4,41.662386728,-87.590179728,93.0,59.0,0.6900000000000001,92.0,71.0,0.06394618890004815,0.08226546020682089
17199,16,41.904773448,-87.755685753,93.0,59.0,0.6900000000000001,93.0,65.0,0.17405141762590076,0.0
17200,1,41.872872862,-87.764736532,93.0,59.0,0.6900000000000001,93.0,65.0,0.04874109427865112,0.0
17201,1,41.742670478,-87.731550059,93.0,59.0,0.6900000000000001,93.0,65.0,0.17819336289604845,0.05908290095055221
17203,7,41.956298856,-87.797517445,93.0,59.0,0.6900000000000001,93.0,65.0,0.0906973936468076,0.10511499496778832
17204,2,41.913567582,-87.72630030200001,93.0,59.0,0.6900000000000001,93.0,65.0,0.15274542569647204,0.045738345262628
17205,15,41.925286783000004,-87.747459124,93.0,59.0,0.6900000000000001,93.0,65.0,0.1893015206946959,0.06480129935215265
17206,2,41.964405454,-87.691370391,93.0,59.0,0.6900000000000001,93.0,65.0,0.06434964199666891,0.05543865094831889
17207,1,41.768485667,-87.67946342799999,93.0,59.0,0.6900000000000001,93.0,65.0,0.1293614383729444,0.07764220068890831
17208,3,41.896131093,-87.656762124,93.0,59.0,0.6900000000000001,93.0,65.0,0.067642277648985,0.05707747606380519
17209,2,41.800597087,-87.711730345,93.0,59.0,0.6900000000000001,93.0,65.0,0.16447870687533103,0.08145302645000929
17210,5,41.986319851,-87.728378456,93.0,59.0,0.6900000000000001,93.0,65.0,0.05142467714415095,0.006352782672687366
17211,2,41.802359309,-87.643075919,93.0,59.0,0.6900000000000001,93.0,65.0,0.08347923404105824,0.05519450021471727
17212,1,41.866915182,-87.654918844,93.0,59.0,0.6900000000000001,93.0,65.0,0.1284681694148799,0.05048937790800792
17213,4,41.867599254,-87.69578544299999,93.0,59.0,0.6900000000000001,93.0,65.0,0.058564821377071745,0.03552739478951837
17214,1,41.773085400999996,-87.600167559,93.0,59.0,0.6900000000000001,93.0,65.0,0.030236675229690358,0.03476478406912625
17215,7,41.965374859,-87.758411715,93.0,59.0,0.6900000000000001,93.0,65.0,0.1306825213647994,0.015977599899029506
17216,2,41.925286783000004,-87.747459124,93.0,59.0,0.6900000000000001,93.0,65.0,0.1893015206946959,0.06480129935215265
17217,4,41.974522760999996,-87.80458947,93.0,59.0,0.6900000000000001,93.0,65.0,0.1146846790141019,0.07265509856769375
17218,16,41.872872862,-87.764736532,93.0,59.0,0.6900000000000001,93.0,65.0,0.04874109427865112,0.0
17219,1,41.771198588000004,-87.703106608,93.0,59.0,0.6900000000000001,93.0,65.0,0.028177845901324473,0.0
17220,2,41.913567582,-87.72630030200001,93.0,59.0,0.6900000000000001,93.0,65.0,0.15274542569647204,0.045738345262628
17221,3,41.993564362,-87.74542038700001,93.0,59.0,0.6900000000000001,93.0,65.0,0.10059302343030734,0.0761341755075271
17222,36,41.965374859,-87.758411715,93.0,59.0,0.6900000000000001,93.0,65.0,0.1306825213647994,0.015977599899029506
17223,2,41.883771777,-87.716168365,93.0,59.0,0.6900000000000001,93.0,65.0,0.0,0.0
17225,3,41.965374859,-87.758411715,93.0,59.0,0.6900000000000001,93.0,65.0,0.1306825213647994,0.015977599899029506
17226,6,41.93279021,-87.70023788399999,93.0,59.0,0.6900000000000001,93.0,65.0,0.09877168701474114,0.031206648293880025
17227,14,41.923887364,-87.778909912,93.0,59.0,0.6900000000000001,93.0,65.0,0.06688200940255568,0.0
17228,1,41.738773899,-87.69635920399999,93.0,59.0,0.6900000000000001,93.0,65.0,0.16442965719329947,0.0
17229,1,41.945961094,-87.83294247299999,93.0,59.0,0.6900000000000001,93.0,65.0,0.08846750168155891,0.06011196910693973
17230,3,41.923887364,-87.778909912,93.0,59.0,0.6900000000000001,93.0,65.0,0.06688200940255568,0.0
17231,37,41.916134719,-87.801092809,93.0,59.0,0.6900000000000001,93.0,65.0,0.13634802916183988,0.06328288475578461
17232,2,41.93279021,-87.70023788399999,93.0,59.0,0.6900000000000001,93.0,65.0,0.09877168701474114,0.031206648293880025
17233,1,41.974522760999996,-87.80458947,93.0,59.0,0.6900000000000001,93.0,65.0,0.1146846790141019,0.07265509856769375
17234,3,41.945961094,-87.83294247299999,93.0,59.0,0.6900000000000001,93.0,65.0,0.08846750168155891,0.06011196910693973
17236,11,41.974522760999996,-87.80458947,93.0,59.0,0.6900000000000001,93.0,65.0,0.1146846790141019,0.07265509856769375
17237,8,42.007997503,-87.778234965,93.0,59.0,0.6900000000000001,93.0,65.0,0.07577168867150579,0.03129335234961226
17238,1,41.892219983000004,-87.691697729,93.0,59.0,0.6900000000000001,93.0,65.0,0.11996094178493685,0.014914044650244868
17239,5,41.794366478,-87.648925137,93.0,59.0,0.6900000000000001,93.0,65.0,0.08203692627075344,0.05106697677478291
17240,3,42.010643274,-87.8067973,93.0,59.0,0.6900000000000001,93.0,65.0,0.13891958244136354,0.0
17241,13,41.916134719,-87.801092809,93.0,59.0,0.6900000000000001,93.0,65.0,0.13634802916183988,0.06328288475578461
17242,10,41.883771777,-87.716168365,93.0,59.0,0.6900000000000001,93.0,65.0,0.0,0.0
17244,3,41.820858508,-87.665108095,93.0,59.0,0.6900000000000001,93.0,65.0,0.09015996526655921,0.08386595529164773
17245,1,41.742670478,-87.731550059,93.0,59.0,0.6900000000000001,93.0,65.0,0.17819336289604845,0.05908290095055221
17246,1,41.776005391999995,-87.77940766799999,93.0,59.0,0.6900000000000001,93.0,65.0,0.23427717022993666,0.04668353752713931
17247,7,42.010643274,-87.8067973,93.0,59.0,0.6900000000000001,93.0,65.0,0.13891958244136354,0.0
17248,1,41.754148414,-87.61272102299999,93.0,59.0,0.6900000000000001,93.0,65.0,0.12172893393020157,0.10089343317841598
17249,2,42.007997503,-87.778234965,93.0,59.0,0.6900000000000001,93.0,65.0,0.07577168867150579,0.03129335234961226
17250,3,41.916134719,-87.801092809,93.0,59.0,0.6900000000000001,93.0,65.0,0.13634802916183988,0.06328288475578461
17251,6,41.986319851,-87.728378456,93.0,59.0,0.6900000000000001,93.0,65.0,0.05142467714415095,0.006352782672687366
17252,1,41.896131093,-87.656762124,93.0,59.0,0.6900000000000001,93.0,65.0,0.067642277648985,0.05707747606380519
17253,6,41.774841115,-87.72800581899999,93.0,59.0,0.6900000000000001,93.0,65.0,0.13883934145077015,0.013176293577738935
17254,1,41.774841115,-87.72800581899999,93.0,59.0,0.6900000000000001,93.0,65.0,0.13883934145077015,0.013176293577738935
17255,1,41.986319851,-87.728378456,93.0,59.0,0.6900000000000001,93.0,65.0,0.05142467714415095,0.006352782672687366
17256,1,41.993564362,-87.74542038700001,93.0,59.0,0.6900000000000001,93.0,65.0,0.10059302343030734,0.0761341755075271
17257,2,41.776005391999995,-87.77940766799999,93.0,59.0,0.6900000000000001,93.0,65.0,0.23427717022993666,0.04668353752713931
17258,3,41.771198588000004,-87.703106608,93.0,59.0,0.6900000000000001,93.0,65.0,0.028177845901324473,0.0
17259,15,41.956298856,-87.797517445,93.0,59.0,0.6900000000000001,93.0,65.0,0.0906973936468076,0.10511499496778832
17260,2,41.925286783000004,-87.747459124,93.0,59.0,0.6900000000000001,93.0,65.0,0.1893015206946959,0.06480129935215265
17261,1,41.867599254,-87.69578544299999,92.0,59.0,1.7600000000000002,83.0,64.0,0.058564821377071745,0.03552739478951837
17262,17,41.916134719,-87.801092809,92.0,59.0,1.7600000000000002,83.0,64.0,0.13634802916183988,0.06328288475578461
17263,1,41.913567582,-87.72630030200001,92.0,59.0,1.7600000000000002,83.0,64.0,0.15274542569647204,0.045738345262628
17264,3,41.993564362,-87.74542038700001,92.0,59.0,1.7600000000000002,83.0,64.0,0.10059302343030734,0.0761341755075271
17266,1,41.728490034000004,-87.60852430799999,92.0,59.0,1.7600000000000002,83.0,64.0,0.16772883671560634,0.036370581686491765
17267,1,42.010529289000004,-87.66084506899999,92.0,59.0,1.7600000000000002,83.0,64.0,0.028991438336231013,0.0
17269,4,41.731446858000005,-87.649722253,92.0,59.0,1.7600000000000002,83.0,64.0,0.11657350828742727,0.0675520383408037
17270,2,41.800597087,-87.711730345,92.0,59.0,1.7600000000000002,83.0,64.0,0.16447870687533103,0.08145302645000929
17271,7,41.896131093,-87.656762124,92.0,59.0,1.7600000000000002,83.0,64.0,0.067642277648985,0.05707747606380519
17272,1,41.987244608000005,-87.68941677,92.0,59.0,1.7600000000000002,83.0,64.0,0.019956890581410404,0.006715006199679729
17273,1,41.93279021,-87.70023788399999,92.0,59.0,1.7600000000000002,83.0,64.0,0.09877168701474114,0.031206648293880025
17274,5,41.904773448,-87.755685753,92.0,59.0,1.7600000000000002,83.0,64.0,0.17405141762590076,0.0
17275,1,41.820051649,-87.627347571,92.0,59.0,1.7600000000000002,83.0,64.0,0.12798253597913728,0.031124052091976367
17276,1,41.987880692,-87.666785075,92.0,59.0,1.7600000000000002,83.0,64.0,0.09486117247401259,0.029284720946763213
17277,1,41.953664151999995,-87.724987191,92.0,59.0,1.7600000000000002,83.0,64.0,0.14245854743044195,0.008885545521705354
17278,3,42.010643274,-87.8067973,92.0,59.0,1.7600000000000002,83.0,64.0,0.13891958244136354,0.0
17279,1,41.676887316,-87.66122192600001,92.0,59.0,1.7600000000000002,83.0,64.0,0.15363477605366546,0.07683150669973131
17280,2,41.964405454,-87.691370391,92.0,59.0,1.7600000000000002,83.0,64.0,0.06434964199666891,0.05543865094831889
17281,1,41.9220638,-87.63223306,92.0,59.0,1.7600000000000002,83.0,64.0,0.03267150317648483,0.0
17283,46,41.798210726,-87.73692496299999,92.0,59.0,1.7600000000000002,83.0,64.0,0.14767048862528212,0.06585225705572206
17285,2,41.771198588000004,-87.703106608,92.0,59.0,1.7600000000000002,83.0,64.0,0.028177845901324473,0.0
17286,3,41.994966304,-87.77083722,92.0,59.0,1.7600000000000002,83.0,64.0,0.01892376454343158,0.013277618827599372
17288,8,41.690922985,-87.682259674,92.0,59.0,1.7600000000000002,83.0,64.0,0.12184877461908537,0.053073894528710454
17289,5,41.872872862,-87.764736532,92.0,59.0,1.7600000000000002,83.0,64.0,0.04874109427865112,0.0
17291,1,41.656676999,-87.559440719,92.0,59.0,1.7600000000000002,83.0,64.0,0.005531337141336537,0.005653758078572492
17292,2,41.913051863,-87.66790523600001,92.0,59.0,1.7600000000000002,83.0,64.0,0.06807761516228954,0.009418086284830051
17293,2,41.754148414,-87.61272102299999,92.0,59.0,1.7600000000000002,83.0,64.0,0.12172893393020157,0.10089343317841598
17294,1,41.731446858000005,-87.649722253,92.0,59.0,1.7600000000000002,83.0,64.0,0.11657350828742727,0.0675520383408037
17295,2,41.774841115,-87.72800581899999,92.0,59.0,1.7600000000000002,83.0,64.0,0.13883934145077015,0.013176293577738935
